rank,ngram,early_pct_2021_22,late_pct_2024_25,pp_change,multiple,late_n,early_n
1841,and user experience,0.1976,0.2788,0.0812,1.41,170,225
1842,and postgresql,0.1599,0.2411,0.0812,1.51,147,182
1843,and documentation,0.6175,0.6987,0.0812,1.13,426,703
1844,roi,0.311,0.392,0.0811,1.26,239,354
1845,improvement initiatives,0.1862,0.2674,0.0811,1.44,163,212
1846,and typescript,0.1862,0.2674,0.0811,1.44,163,212
1847,drive operational,0.0518,0.1329,0.081,2.56,81,59
1848,and growth,0.2012,0.2821,0.081,1.4,172,229
1849,workflow automation,0.0782,0.1591,0.0809,2.04,97,89
1850,to improve data,0.1405,0.2214,0.0809,1.58,135,160
1851,networks,0.8195,0.9005,0.0809,1.1,549,933
1852,engineering teams to,0.3259,0.4068,0.0809,1.25,248,371
1853,and respond to,0.1423,0.2231,0.0808,1.57,136,162
1854,to explore,0.1783,0.2592,0.0808,1.45,158,203
1855,challenge,0.1932,0.2739,0.0807,1.42,167,220
1856,just,0.3162,0.3969,0.0807,1.26,242,360
1857,community.,0.267,0.3477,0.0807,1.3,212,304
1858,a modern,0.1555,0.2362,0.0807,1.52,144,177
1859,zero trust,0.0834,0.164,0.0806,1.97,100,95
1860,access.,0.1818,0.2624,0.0806,1.44,160,207
1861,to transform,0.231,0.3116,0.0806,1.35,190,263
1862,alignment with organizational,0.1362,0.2165,0.0804,1.59,132,155
1863,coordinating with,0.3953,0.4757,0.0804,1.2,290,450
1864,deliver impactful,0.0492,0.1296,0.0804,2.63,79,56
1865,snowflake and,0.1722,0.2526,0.0804,1.47,154,196
1866,cloud infrastructure,0.4937,0.5741,0.0804,1.16,350,562
1867,s mission of,0.0246,0.105,0.0804,4.27,64,28
1868,identify opportunities,0.2591,0.3395,0.0804,1.31,207,295
1869,software engineer,0.679,0.7594,0.0804,1.12,463,773
1870,osint,0.0492,0.1296,0.0804,2.63,79,56
1871,regulatory standards,0.1001,0.1804,0.0803,1.8,110,114
1872,data protection,0.1985,0.2788,0.0803,1.4,170,226
1873,with leadership,0.2626,0.3428,0.0802,1.31,209,299
1874,data-driven insights to,0.1133,0.1935,0.0802,1.71,118,129
1875,audits and,0.448,0.5281,0.0802,1.18,322,510
1876,drive strategic,0.1019,0.1821,0.0802,1.79,111,116
1877,scalable data pipelines,0.0773,0.1575,0.0802,2.04,96,88
1878,user flows,0.2872,0.3674,0.0802,1.28,224,327
1879,a cybersecurity,0.0641,0.1443,0.0802,2.25,88,73
1880,and collaborate with,0.1774,0.2575,0.0801,1.45,157,202
1881,teams to integrate,0.1282,0.2083,0.0801,1.62,127,146
1882,insights from,0.2758,0.3559,0.0801,1.29,217,314
1883,ai integration,0.0281,0.1083,0.0801,3.85,66,32
1884,ll,0.0413,0.1214,0.0801,2.94,74,47
1885,built interactive,0.0791,0.1591,0.08,2.01,97,90
1886,with cybersecurity,0.0545,0.1345,0.08,2.47,82,62
1887,with clear,0.0791,0.1591,0.08,2.01,97,90
1888,data collection,0.8582,0.9382,0.08,1.09,572,977
1889,to secure,0.2776,0.3576,0.08,1.29,218,316
1890,promote,1.0681,1.1481,0.08,1.07,700,1216
1891,27001,0.1678,0.2477,0.0799,1.48,151,191
1892,and scalability.,0.2301,0.31,0.0799,1.35,189,262
1893,daily operations,0.3777,0.4576,0.0799,1.21,279,430
1894,standardizing,0.2205,0.3002,0.0797,1.36,183,251
1895,a structured,0.1089,0.1886,0.0797,1.73,115,124
1896,redis,0.332,0.4117,0.0797,1.24,251,378
1897,with federal,0.1581,0.2378,0.0797,1.5,145,180
1898,collection and,0.3944,0.474,0.0796,1.2,289,449
1899,participating in,0.506,0.5856,0.0796,1.16,357,576
1900,user engagement and,0.2222,0.3018,0.0796,1.36,184,253
1901,deliver scalable,0.0747,0.1542,0.0795,2.06,94,85
1902,needs.-,0.1239,0.2034,0.0795,1.64,124,141
1903,fund,0.26,0.3395,0.0795,1.31,207,296
1904,user feedback,0.2978,0.3772,0.0795,1.27,230,339
1905,error handling,0.1124,0.1919,0.0795,1.71,117,128
1906,industry.,0.3241,0.4035,0.0794,1.24,246,369
1907,aligned with business,0.1502,0.2296,0.0794,1.53,140,171
1908,security incidents,0.2126,0.292,0.0794,1.37,178,242
1909,streamlining workflows,0.0668,0.146,0.0792,2.19,89,76
1910,dashboards with,0.1783,0.2575,0.0792,1.44,157,203
1911,seamless data,0.3145,0.3936,0.0792,1.25,240,358
1912,cycles by,0.1045,0.1837,0.0792,1.76,112,119
1913,support operational,0.0439,0.123,0.0791,2.8,75,50
1914,strategic recommendations,0.0931,0.1722,0.0791,1.85,105,106
1915,club s,0.0439,0.123,0.0791,2.8,75,50
1916,improvement.,0.5508,0.6298,0.0791,1.14,384,627
1917,datasets.,0.2178,0.2969,0.079,1.36,181,248
1918,conducted in-depth,0.2556,0.3346,0.079,1.31,204,291
1919,blends,0.0228,0.1017,0.0789,4.45,62,26
1920,venue,0.0738,0.1525,0.0788,2.07,93,84
1921,a culture,0.592,0.6708,0.0788,1.13,409,674
1922,gen,0.1098,0.1886,0.0788,1.72,115,125
1923,i assist,0.0624,0.1411,0.0787,2.26,86,71
1924,and accelerating,0.2117,0.2903,0.0786,1.37,177,241
1925,and boosting,0.2117,0.2903,0.0786,1.37,177,241
1926,program focused on,0.0509,0.1296,0.0786,2.54,79,58
1927,a culture of,0.571,0.6495,0.0786,1.14,396,650
1928,gpt,0.0413,0.1197,0.0785,2.9,73,47
1929,configure and,0.1511,0.2296,0.0785,1.52,140,172
1930,intune,0.1151,0.1935,0.0785,1.68,118,131
1931,structured and,0.1511,0.2296,0.0785,1.52,140,172
1932,pandas and,0.1282,0.2067,0.0784,1.61,126,146
1933,att,0.0545,0.1329,0.0784,2.44,81,62
1934,session,0.3136,0.392,0.0784,1.25,239,357
1935,architecture and,0.6992,0.7775,0.0783,1.11,474,796
1936,ensuring seamless integration,0.1924,0.2706,0.0783,1.41,165,219
1937,for large-scale,0.1564,0.2345,0.0782,1.5,143,178
1938,as a trusted,0.0843,0.1624,0.0781,1.93,99,96
1939,enhancing user experience,0.1203,0.1985,0.0781,1.65,121,137
1940,secure access,0.0957,0.1739,0.0781,1.82,106,109
1941,simulating,0.0729,0.1509,0.078,2.07,92,83
1942,mitre,0.0729,0.1509,0.078,2.07,92,83
1943,using tools like,0.2337,0.3116,0.078,1.33,190,266
1944,simulated,0.1748,0.2526,0.0778,1.45,154,199
1945,technical support for,0.224,0.3018,0.0778,1.35,184,255
1946,careers,0.1124,0.1903,0.0778,1.69,116,128
1947,dataset,0.2995,0.3772,0.0777,1.26,230,341
1948,and program,0.4849,0.5626,0.0777,1.16,343,552
1949,in real-world,0.0272,0.105,0.0777,3.86,64,31
1950,corrective actions,0.2012,0.2788,0.0777,1.39,170,229
1951,internal teams and,0.152,0.2296,0.0777,1.51,140,173
1952,diagnostics,0.2503,0.328,0.0777,1.31,200,285
1953,building the,0.1405,0.2181,0.0776,1.55,133,160
1954,multidisciplinary,0.2143,0.292,0.0776,1.36,178,244
1955,react typescript,0.1291,0.2067,0.0775,1.6,126,147
1956,projected to,0.0325,0.1099,0.0774,3.38,67,37
1957,sql and,1.0462,1.1235,0.0774,1.07,685,1191
1958,to identify key,0.1063,0.1837,0.0774,1.73,112,121
1959,across key,0.0457,0.123,0.0773,2.69,75,52
1960,i bring,0.0703,0.1476,0.0773,2.1,90,80
1961,security best,0.195,0.2723,0.0773,1.4,166,222
1962,mitre att,0.0474,0.1247,0.0772,2.63,76,54
1963,real-time visibility,0.0624,0.1394,0.0771,2.24,85,71
1964,teams to translate,0.087,0.164,0.0771,1.89,100,99
1965,practices,4.5597,4.6369,0.0771,1.02,2827,5191
1966,integrations and,0.1722,0.2493,0.0771,1.45,152,196
1967,by 30 and,0.3575,0.4347,0.0771,1.22,265,407
1968,manual intervention,0.1133,0.1903,0.077,1.68,116,129
1969,technical expertise,0.2855,0.3625,0.077,1.27,221,325
1970,scalable design,0.0509,0.1279,0.077,2.51,78,58
1971,opportunities for,0.7923,0.8693,0.077,1.1,530,902
1972,and user experience.,0.1511,0.228,0.0769,1.51,139,172
1973,program focused,0.0527,0.1296,0.0769,2.46,79,60
1974,and operations teams,0.1151,0.1919,0.0768,1.67,117,131
1975,workflows that,0.0791,0.1558,0.0768,1.97,95,90
1976,connect,0.8204,0.8972,0.0768,1.09,547,934
1977,professionals and,0.1168,0.1935,0.0767,1.66,118,133
1978,product vision,0.2793,0.3559,0.0766,1.27,217,318
1979,enhancing data,0.3285,0.4051,0.0766,1.23,247,374
1980,leading cross-functional,0.0808,0.1575,0.0766,1.95,96,92
1981,practices to,0.5139,0.5905,0.0766,1.15,360,585
1982,strategic initiatives,0.2433,0.3198,0.0765,1.31,195,277
1983,significantly improving,0.3074,0.3838,0.0764,1.25,234,350
1984,a modular,0.0729,0.1493,0.0764,2.05,91,83
1985,end-to-end development,0.0975,0.1739,0.0764,1.78,106,111
1986,user research,0.6895,0.766,0.0764,1.11,467,785
1987,reducing deployment,0.1845,0.2608,0.0763,1.41,159,210
1988,align with business,0.0878,0.164,0.0762,1.87,100,100
1989,and emerging,0.1748,0.251,0.0762,1.44,153,199
1990,aerospace,0.2126,0.2887,0.0761,1.36,176,242
1991,directory,0.6324,0.7086,0.0761,1.12,432,720
1992,friction,0.1256,0.2017,0.0761,1.61,123,143
1993,role is,0.1388,0.2149,0.0761,1.55,131,158
1994,educational,0.8178,0.8939,0.0761,1.09,545,931
1995,ensuring timely and,0.1405,0.2165,0.076,1.54,132,160
1996,modernizing,0.1897,0.2657,0.076,1.4,162,216
1997,datasets for,0.1274,0.2034,0.076,1.6,124,145
1998,traceability and,0.0782,0.1542,0.076,1.97,94,89
1999,initiatives by,0.1159,0.1919,0.076,1.66,117,132
2000,by aligning,0.0914,0.1673,0.0759,1.83,102,104
